columna_time0bk_duracion_transito_combined,ascension_recta_declinacion_combined,columna_time0bk_err1_columna_time0bk_err2_combined,columna_duration_err1_columna_duration_err2_combined,magnitud_kepler_temperatura_estrella_combined,columna_teq_profundidad_transito_combined,columna_impact_columna_impact_err2_combined,gravedad_superficial_radio_estrella_combined,columna_period_err1_columna_period_err2_combined,columna_impact_err1_columna_model_snr_combined,columna_depth_err1_columna_depth_err2_combined,columna_srad_err1_columna_srad_err2_combined,columna_steff_err1_columna_steff_err2_combined,columna_slogg_err1_columna_slogg_err2_combined,columna_insol_err1_periodo_orbital_combined,columna_insol_columna_insol_err2_combined,columna_prad_err1_radio_planeta_combined,disposicion_literatura,disposicion_kepler
0.0069370000000000005,0.5632309999999999,0.5,0.5,5.7883425,0.0494875,0.504049,0.416568,0.5,0.23768900000000004,0.5,0.5004105,0.5355585,0.49821,2.3000000000000003e-05,0.5000265,4.45e-05,CONFIRMED,CANDIDATE
0.0141635,0.6448515,0.5,0.5,5.374265499999999,0.071247,0.49929049999999997,0.377529,0.5,0.32926150000000004,0.5,0.5010224999999999,0.5309575,0.500024,9.75e-05,0.5001310000000001,5.8500000000000006e-05,CONFIRMED,CANDIDATE
0.011582999999999998,0.219184,0.5,0.5,6.916143000000002,0.0540525,0.503071,0.39054449999999996,0.5,0.0962065,0.5,0.5011885,0.5439635,0.5000405000000001,5.5e-05,0.5000335,6.15e-05,CONFIRMED,CANDIDATE
0.014289000000000001,0.7393135000000001,0.5000000000000001,0.5,6.505834,0.0403715,0.499823,0.411992,0.5,0.005103,0.5,0.5016999999999999,0.5444615,0.481648,4.1e-05,0.5000114999999999,6.5000000000000004e-06,CONFIRMED,CANDIDATE
0.031564999999999996,0.7435404999999999,0.5,0.5,7.854398,0.030693500000000002,0.506643,0.42543700000000007,0.5,0.05101699999999999,0.5,0.5030614999999999,0.565837,0.43830100000000005,5.15e-05,0.5000015,0.001294,'FALSE POSITIVE','FALSE POSITIVE'
0.06313450000000001,0.5659044999999999,0.49999999999999994,0.5,7.8334885000000005,0.019899,0.503946,0.42855099999999996,0.5000000000000001,0.011896499999999999,0.5,0.500808,0.5688374999999999,0.5045725,7.45e-05,0.5000005,3.5e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.0408185,0.717557,0.5,0.5,7.801063,0.047078499999999995,0.504996,0.4201985,0.5,0.1281255,0.5,0.5042405,0.577862,0.431499,8.049999999999999e-05,0.500001,0.0004935,'FALSE POSITIVE','FALSE POSITIVE'
0.056211,0.7475060000000001,0.5,0.5,7.988106500000001,0.0228635,0.500597,0.421823,0.5,0.017443,0.5000000000000001,0.5009505,0.580844,0.5000655,6.4e-05,0.5000005,3.9999999999999996e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.031186500000000002,0.543125,0.49999999999999994,0.5,7.733924,0.021726500000000003,0.49866600000000005,0.42783350000000003,0.5,0.0048385,0.4999999999999999,0.5005529999999999,0.5554634999999999,0.50758,3.6e-05,0.500001,1.05e-05,CONFIRMED,CANDIDATE
0.0244175,0.44630050000000004,0.5,0.5,7.9628725000000005,0.022919500000000002,0.49910499999999997,0.43389400000000006,0.5,0.004757,0.5,0.500782,0.556073,0.4835955,2.5e-05,0.5000015,1.3e-05,CONFIRMED,CANDIDATE
0.0314295,0.445678,0.5,0.5,7.7224485,0.035677499999999994,0.49984700000000004,0.4206725,0.5,0.004766,0.5,0.5006595,0.5679254999999999,0.5057155,2.3e-05,0.5000065,6.5e-06,'FALSE POSITIVE','FALSE POSITIVE'
0.0297125,0.6449885,0.5,0.5,7.803353,0.030798000000000002,0.49968100000000004,0.414852,0.4999999999999999,0.0055035,0.5,0.500491,0.5410200000000001,0.5146465,2.45e-05,0.500004,9.5e-06,CONFIRMED,CANDIDATE
0.014952,0.6449885,0.5,0.5,7.803353,0.034027499999999995,0.49921600000000005,0.414852,0.5,0.0030165,0.5,0.500491,0.5410200000000001,0.5146465,2.1000000000000002e-05,0.5000065,6.5000000000000004e-06,CONFIRMED,CANDIDATE
0.0173395,0.6449885,0.49999999999999994,0.5,7.803353,0.0265355,0.4999135,0.414852,0.5,0.0032625,0.4999999999999999,0.500491,0.5410200000000001,0.5146465,3.35e-05,0.5000025,4.9999999999999996e-06,CONFIRMED,CANDIDATE
0.041331,0.3187165,0.49999999999999994,0.5,6.305878000000001,0.017374499999999998,0.5046175,0.38254999999999995,0.5000000000000001,0.055179,0.5,0.5006915,0.5360145000000001,0.498956,0.0014859999999999997,0.5,0.0001425,'FALSE POSITIVE','FALSE POSITIVE'
0.031156499999999997,0.6028235,0.49999999999999994,0.5,7.7751265,0.017523,0.4988555,0.42031549999999995,0.5,0.0019525,0.5,0.5002035,0.5360145000000001,0.5171905,8.300000000000001e-05,0.5000005,9.999999999999999e-06,CONFIRMED,CANDIDATE
0.0265975,0.771275,0.5,0.5,8.031671000000001,0.0307635,0.499029,0.425247,0.5,0.001592,0.5,0.5021355,0.5843189999999999,0.455211,3.25e-05,0.5000035,1.85e-05,CONFIRMED,CANDIDATE
0.029193499999999997,0.7336654999999999,0.5,0.5,7.7906935,0.033948,0.49910249999999995,0.4263405,0.5,0.004067,0.5,0.5028305,0.564469,0.44127550000000004,4.05e-05,0.500006,1.9e-05,CONFIRMED,CANDIDATE
0.023953499999999996,0.7668335,0.5,0.5,7.877837999999999,0.049447,0.503212,0.4262465,0.5,0.010246,0.5,0.5024660000000001,0.565837,0.44730699999999995,0.000102,0.500022,3.45e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.2253915,0.789366,0.49999999999999994,0.5,7.711509,0.011708,0.5034350000000001,0.4174555,0.5,0.035513499999999996,0.5,0.5020255,0.542466,0.46115950000000006,0.0025785,0.5,8.4e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.04709000000000001,0.497926,0.5,0.5,7.756583000000001,0.018053,0.5056255,0.4116719999999999,0.5,0.0451125,0.5,0.5046425000000001,0.5736655,0.43456400000000006,0.0002365,0.4999999999999999,0.00039500000000000006,'FALSE POSITIVE','FALSE POSITIVE'
0.039331,0.6807945,0.5000000000000001,0.5,7.6925355,0.017446,0.500071,0.40844899999999995,0.5,0.0046105,0.5,0.5015510000000001,0.539652,0.5000895,0.0001475,0.5000005,1.55e-05,CONFIRMED,CANDIDATE
0.03298,0.5377540000000001,0.5,0.5,8.010035499999999,0.0148555,0.4998435,0.4189485,0.5,0.0047975000000000005,0.5,0.5001885,0.5319205,0.5165939999999999,0.0001575,0.5000005,1.3000000000000001e-05,CONFIRMED,CANDIDATE
0.0279155,0.5377540000000001,0.5,0.5,8.010035499999999,0.027586999999999997,0.499636,0.4189485,0.5,0.004524,0.4999999999999999,0.5001885,0.5319205,0.5165939999999999,2.4999999999999994e-05,0.500003,8.999999999999999e-06,CONFIRMED,CANDIDATE
0.032218,0.7702575,0.5,0.5,7.783930999999999,0.0197605,0.4993185,0.42021700000000006,0.5,0.0024005,0.5,0.501022,0.5790204999999999,0.483611,6.2e-05,0.5000009999999999,1.55e-05,CONFIRMED,CANDIDATE
0.04434550000000001,0.512593,0.5,0.5,7.651502499999999,0.017011,0.49992700000000007,0.42589249999999995,0.5,0.006767500000000001,0.5,0.5024034999999999,0.569293,0.454846,0.00012599999999999997,0.4999999999999999,2.55e-05,CONFIRMED,CANDIDATE
0.0502985,0.512593,0.5,0.5,7.651502499999999,0.011617,0.49963450000000004,0.42589249999999995,0.5,0.0030125000000000004,0.5,0.5024034999999999,0.569293,0.454846,0.00035249999999999995,0.5,1.6e-05,CONFIRMED,CANDIDATE
0.0269895,0.6670695,0.5,0.5,7.746762500000001,0.0399915,0.5040885,0.407609,0.5,0.038554,0.5,0.5020545000000001,0.5351025,0.4917965,3.85e-05,0.5000074999999999,7.6e-05,CANDIDATE,CANDIDATE
0.030582500000000002,0.800269,0.5,0.5,7.879142499999999,0.041154500000000004,0.504542,0.417485,0.5,0.025855,0.5,0.502993,0.5829695,0.46090200000000003,6.65e-05,0.5000089999999999,5.4000000000000005e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.0321005,0.8129129999999999,0.5,0.5,7.8264759999999995,0.0379855,0.49891749999999996,0.41930550000000005,0.5,0.002529,0.5,0.5041025000000001,0.5802015,0.431499,6.7e-05,0.5000074999999999,2e-05,CONFIRMED,CANDIDATE
0.0405495,0.649077,0.5,0.49999999999999994,7.8969385,0.027891,0.5034175,0.4105765,0.5,0.028408500000000003,0.5,0.504457,0.5646690000000001,0.44357800000000003,8.3e-05,0.500001,0.00012150000000000001,'FALSE POSITIVE','FALSE POSITIVE'
0.015123,0.491438,0.49999999999999994,0.5,6.5132935,0.036665500000000004,0.49914099999999995,0.40573899999999996,0.4999999999999999,0.009234000000000001,0.5000000000000001,0.5017605,0.5442895,0.500098,3.9000000000000006e-05,0.5000065,1.7e-05,CONFIRMED,CANDIDATE
0.070777,0.7537275,0.49999999999999994,0.49999999999999994,7.8060445000000005,0.017673,0.498769,0.40828249999999994,0.5,0.0080255,0.5,0.5036995,0.586598,0.474505,0.0001605,0.5000005,5e-05,CONFIRMED,CANDIDATE
0.026845,0.5320575000000001,0.5,0.5,7.769228999999999,0.026461500000000002,0.49992,0.4279375000000001,0.5000000000000001,0.004869,0.5,0.502239,0.569293,0.45257650000000005,3.9000000000000006e-05,0.500002,1.85e-05,CONFIRMED,CANDIDATE
0.029481499999999997,0.6784925,0.5,0.5,7.8857165,0.042074999999999994,0.4998674999999999,0.413109,0.4999999999999999,0.008475,0.5,0.5048585,0.5601379999999999,0.432029,9e-05,0.500009,4.45e-05,CONFIRMED,CANDIDATE
0.0275175,0.7937175000000001,0.5,0.5,7.634462500000001,0.046227,0.4995180000000001,0.41607799999999995,0.5,0.0792265,0.5,0.501626,0.5311805,0.4766605,3.55e-05,0.5000155,6.8e-05,CONFIRMED,CANDIDATE
0.07685099999999999,0.5043635000000001,0.5,0.5,7.947875499999999,0.0165885,0.5039515,0.43208500000000005,0.5,0.013072499999999999,0.5000000000000001,0.5010499999999999,0.5577425,0.48119249999999997,0.00013,0.5000005,3.9e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.027835999999999996,0.7146045,0.49999999999999994,0.5,7.7426095,0.038453,0.499476,0.422202,0.4999999999999999,0.003743,0.5,0.503537,0.561641,0.43443199999999993,6.1e-05,0.5000075,1.7e-05,CONFIRMED,CANDIDATE
0.0298605,0.8264680000000001,0.5,0.5,7.798838,0.03717399999999999,0.4985954999999999,0.413952,0.5,0.004165499999999999,0.5,0.5018965,0.5351025,0.47293199999999996,3.45e-05,0.50001,1.9e-05,CONFIRMED,CANDIDATE
0.014222499999999999,0.8264680000000001,0.5,0.5,7.798838,0.027001999999999998,0.49898899999999996,0.413952,0.5,0.0021454999999999994,0.5,0.5018965,0.5351025,0.47293199999999996,4.849999999999999e-05,0.5000030000000001,2.2499999999999998e-05,CONFIRMED,CANDIDATE
0.033252,0.683839,0.5,0.49999999999999994,7.710237500000001,0.016335000000000002,0.499648,0.42910799999999993,0.4999999999999999,0.004123,0.5,0.5013195,0.5702050000000001,0.47539299999999995,0.0001015,0.4999999999999999,1.7000000000000003e-05,CONFIRMED,CANDIDATE
0.0177505,0.7266294999999999,0.5,0.5,6.561627,0.0261185,0.49906100000000003,0.4118765,0.5,0.004969000000000001,0.5,0.5018835,0.5444615,0.485003,5.6999999999999996e-05,0.500002,1.55e-05,CONFIRMED,CANDIDATE
0.017486,0.491438,0.5,0.5,6.5132935,0.0332545,0.498562,0.40573899999999996,0.5,0.002677,0.5,0.5017605,0.5442895,0.500098,3.95e-05,0.500004,1.05e-05,CONFIRMED,CANDIDATE
0.0264345,0.6262795,0.5,0.5,7.765223,0.0400975,0.49879149999999994,0.41767899999999997,0.5,0.048164500000000006,0.5,0.5041175,0.5783174999999999,0.4367845,5.4499999999999997e-05,0.500004,0.000147,'FALSE POSITIVE','FALSE POSITIVE'
0.030042500000000003,0.5825410000000001,0.5,0.5,7.6028455,0.014297999999999998,0.49999649999999995,0.43499250000000006,0.5,0.0041505,0.5,0.500283,0.537382,0.49835950000000007,6.2e-05,0.5000005,7e-06,CONFIRMED,CANDIDATE
0.0279815,0.5825410000000001,0.5,0.5,7.6028455,0.018454,0.499858,0.43499250000000006,0.5000000000000001,0.0045275,0.5,0.500283,0.537382,0.49835950000000007,2.9999999999999997e-05,0.5000005,7e-06,CONFIRMED,CANDIDATE
0.025775,0.5825410000000001,0.5,0.5,7.6028455,0.010847500000000001,0.499903,0.43499250000000006,0.5,0.003753,0.5,0.500283,0.537382,0.49835950000000007,0.000139,0.5,7e-06,CONFIRMED,CANDIDATE
0.0284625,0.6775755000000001,0.5,0.5,7.86864,0.0357755,0.5015115,0.4275149999999999,0.5,0.019822,0.5,0.5021765,0.5804995,0.455211,3.6e-05,0.500006,4.3e-05,CONFIRMED,CANDIDATE
0.03156899999999999,0.7591410000000001,0.5000000000000001,0.5,7.848713500000001,0.017123,0.503524,0.4208715,0.5,0.034578000000000005,0.5,0.5013435,0.5861419999999999,0.49590550000000005,0.0001555,0.4999999999999999,4.45e-05,CANDIDATE,CANDIDATE
0.022405999999999995,0.5523534999999999,0.5,0.5,7.6237145,0.0274825,0.4992285000000001,0.43836050000000004,0.4999999999999999,0.0022004999999999998,0.5,0.5003115,0.5348280000000001,0.496967,1.0500000000000001e-05,0.500003,7.500000000000001e-06,CONFIRMED,CANDIDATE
0.044255,0.6480605,0.5,0.5,7.897547,0.032291999999999994,0.500975,0.4104625,0.4999999999999999,0.0415065,0.5,0.5029525,0.5788665,0.47912,5.15e-05,0.500001,9.55e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.025978499999999998,0.7528485,0.5000000000000001,0.5000000000000001,7.755553,0.036,0.4990290000000001,0.4291125,0.5,0.005654500000000001,0.5,0.5007105,0.5360145000000001,0.477564,1.75e-05,0.5000105,9.5e-06,CONFIRMED,CANDIDATE
0.0082025,0.7528485,0.5,0.5000000000000001,7.755553,0.0243915,0.5037674999999999,0.4291125,0.5,0.2921405,0.5,0.5007105,0.5360145000000001,0.477564,2.9e-05,0.5000020000000001,8.1e-05,CANDIDATE,CANDIDATE
0.015615500000000001,0.491438,0.5,0.5,6.5132935,0.0425905,0.49908300000000005,0.40573899999999996,0.5,0.000697,0.5,0.5017605,0.5442895,0.500098,4.7000000000000004e-05,0.5000115,3e-06,CANDIDATE,CANDIDATE
0.031068500000000002,0.8092675,0.5,0.5,8.0072985,0.013578500000000002,0.4994065,0.44681400000000004,0.5,0.005013500000000001,0.5,0.5003395,0.5281710000000001,0.498342,4.35e-05,0.5000005,1.1499999999999998e-05,CONFIRMED,CANDIDATE
0.0350115,0.6703394999999999,0.5,0.5,7.7818404999999995,0.034712999999999994,0.49935549999999995,0.41267250000000005,0.5,0.012589,0.5,0.5035810000000001,0.568744,0.454887,5.3500000000000006e-05,0.5000035,4.7499999999999996e-05,CONFIRMED,CANDIDATE
0.0453245,0.798317,0.5,0.49999999999999994,7.646687,0.028565499999999997,0.500783,0.425667,0.5,0.017537999999999998,0.5000000000000001,0.502537,0.5702235,0.44281650000000006,3.75e-05,0.5000025,3.649999999999999e-05,CONFIRMED,CANDIDATE
0.0342775,0.7656185000000001,0.5,0.5000000000000001,7.7459945,0.012962000000000001,0.49989249999999996,0.4387285000000001,0.5,0.0041530000000000004,0.5,0.500307,0.536926,0.497986,7.3e-05,0.5000005,7e-06,CONFIRMED,CANDIDATE
0.010587999999999998,0.7656185000000001,0.5,0.5,7.7459945,0.016152,0.499086,0.4387285000000001,0.5000000000000001,0.0016905,0.5,0.500307,0.536926,0.497986,3.85e-05,0.5000005,7e-06,CONFIRMED,CANDIDATE
0.0353905,0.8135825,0.5,0.49999999999999994,7.861907,0.022562,0.498985,0.42983150000000003,0.5,0.00217,0.5,0.5020165000000001,0.5756755,0.458525,5.1e-05,0.5000015,1.9e-05,CONFIRMED,CANDIDATE
0.03599,0.7266294999999999,0.5,0.5,6.561627,0.017478499999999998,0.49929499999999993,0.4118765,0.5,0.00485,0.5,0.5018835,0.5444615,0.485003,0.00016850000000000003,0.5000005,1.7e-05,CONFIRMED,CANDIDATE
0.0324855,0.338678,0.5,0.5,7.914008999999999,0.03462300000000001,0.5048279999999999,0.4250745,0.5,0.06808750000000001,0.5,0.5017039999999999,0.5843189999999999,0.4731475,3.2e-05,0.500006,0.0001355,'FALSE POSITIVE','FALSE POSITIVE'
0.02568,0.3868705,0.5,0.49999999999999994,7.755631500000001,0.052499500000000004,0.5058870000000001,0.41216800000000003,0.5,0.033936,0.5,0.503455,0.565837,0.46506899999999995,0.0001585,0.5000185,0.00028849999999999997,CANDIDATE,CANDIDATE
0.028992499999999997,0.33065100000000003,0.5,0.5,7.9047275,0.0479085,0.49992,0.41540099999999996,0.5,0.005929,0.5000000000000001,0.504826,0.5608775,0.4288645,0.0001385,0.5000165,3.1e-05,CONFIRMED,CANDIDATE
0.0337735,0.33065100000000003,0.5,0.5,7.9047275,0.034457,0.4999585,0.41540099999999996,0.5,0.0051470000000000005,0.5,0.504826,0.5608775,0.4288645,6.2e-05,0.5000045000000001,3.3e-05,CONFIRMED,CANDIDATE
0.0277125,0.723717,0.5,0.5,7.9820495,0.023574999999999995,0.4994455000000001,0.42409150000000007,0.4999999999999999,0.0023575,0.5000000000000001,0.5047515,0.57141,0.395252,6.3e-05,0.5000015000000001,2.1e-05,'FALSE POSITIVE','FALSE POSITIVE'
0.0294885,0.8453265,0.5,0.5,7.771238,0.025156,0.4999235,0.42841,0.5,0.004838,0.5,0.5014234999999999,0.5724845,0.4677875,3.65e-05,0.5000020000000001,1.4999999999999999e-05,CONFIRMED,CANDIDATE
0.040434,0.8453265,0.5,0.5,7.771238,0.012766,0.49967350000000005,0.42841,0.5,0.0032085000000000004,0.5,0.5014234999999999,0.5724845,0.4677875,0.000232,0.5000005,1.35e-05,CONFIRMED,CANDIDATE
0.0407335,0.6927195,0.5000000000000001,0.5,7.688398,0.026840499999999996,0.501649,0.4212659999999999,0.5,0.015687,0.5,0.503733,0.5662925,0.4270835,5.6500000000000005e-05,0.5000015,6.95e-05,CONFIRMED,CANDIDATE
0.025074,0.28783600000000004,0.5000000000000001,0.5,7.687785,0.06535200000000001,0.505253,0.395097,0.5,0.03925499999999999,0.5,0.5024855,0.5277155000000001,0.5045215,0.0001995,0.5000450000000001,0.000301,'FALSE POSITIVE','FALSE POSITIVE'
0.033188499999999996,0.3103335,0.5,0.5,7.655885,0.029343,0.502124,0.4122625,0.5,0.35001699999999997,0.5,0.50423,0.5754100000000001,0.44733949999999995,5.6500000000000005e-05,0.5000025,0.00027,'FALSE POSITIVE','FALSE POSITIVE'
0.026759,0.30708,0.5,0.5,7.6209715000000005,0.044756000000000004,0.49917449999999997,0.406719,0.5,0.0033055,0.5,0.5017245,0.539652,0.500131,4.9000000000000005e-05,0.500015,1.1499999999999998e-05,CONFIRMED,CANDIDATE
0.0258515,0.30573500000000003,0.49999999999999994,0.49999999999999994,7.9085335,0.0272975,0.49919199999999997,0.434661,0.5,0.0032900000000000004,0.5,0.501533,0.5756755,0.463115,3.2500000000000004e-05,0.5000025,1.7e-05,CONFIRMED,CANDIDATE
0.025569500000000002,0.308983,0.5,0.5,7.9719975,0.0654,0.505051,0.43663650000000004,0.5,0.018502,0.5,0.5010370000000001,0.5711165,0.475128,0.00015999999999999999,0.50007,0.0001485,'FALSE POSITIVE','FALSE POSITIVE'
0.0334225,0.3141280000000001,0.5,0.5,7.9541895,0.028737000000000002,0.5045210000000001,0.4241885,0.5,0.0101795,0.5,0.5031995,0.576494,0.4367685,5e-05,0.5000020000000001,6.9e-05,CANDIDATE,CANDIDATE
0.021766499999999998,0.22805999999999998,0.5,0.5,8.0256965,0.011959000000000001,0.49965600000000004,0.4434725,0.5,0.0038314999999999994,0.5,0.5003265,0.527371,0.5014245,7.6e-05,0.5,7.500000000000001e-06,CONFIRMED,CANDIDATE
0.0335295,0.22805999999999998,0.5,0.5,8.0256965,0.008921500000000002,0.49995500000000004,0.4434725,0.5,0.0038615,0.5000000000000001,0.5003265,0.527371,0.5014245,0.00017649999999999998,0.5,7.500000000000001e-06,CONFIRMED,CANDIDATE
0.029124499999999998,0.7266294999999999,0.5,0.5,6.561627,0.021342,0.49914900000000006,0.4118765,0.5,0.000968,0.5,0.5018835,0.5444615,0.485003,9.400000000000001e-05,0.500001,7.500000000000001e-06,CONFIRMED,CANDIDATE
0.013634000000000002,0.22805999999999998,0.5,0.5,8.0256965,0.0161845,0.4994065,0.4434725,0.5,0.002246,0.5,0.5003265,0.527371,0.5014245,2.95e-05,0.4999999999999999,4.9999999999999996e-06,CONFIRMED,CANDIDATE
0.026652000000000002,0.4251015,0.5,0.5,7.971906999999999,0.0362375,0.5006015,0.4288495,0.5,0.020879,0.5,0.5021355,0.5761310000000001,0.455211,3.55e-05,0.5000055,5.3500000000000006e-05,CONFIRMED,CANDIDATE
0.0390065,0.433138,0.49999999999999994,0.5,7.8947865,0.017769999999999998,0.4986125,0.4309255,0.5,0.0021585000000000003,0.5,0.5016195,0.57294,0.4677875,8.65e-05,0.5000005,1.45e-05,CONFIRMED,CANDIDATE
0.027046,0.379098,0.5,0.49999999999999994,7.609227,0.055651500000000007,0.49973650000000003,0.404182,0.5,0.044287999999999994,0.5000000000000001,0.5017395,0.5403915,0.5051105,8.499999999999999e-05,0.5000264999999999,5.649999999999999e-05,CONFIRMED,CANDIDATE
0.0297415,0.3822855,0.49999999999999994,0.5,7.896187,0.028150500000000002,0.5008805000000001,0.419731,0.5,0.01927,0.5,0.501566,0.5320925000000001,0.4699085,7.65e-05,0.5000015,7.549999999999999e-05,CANDIDATE,CANDIDATE
0.041242,0.386334,0.5,0.5,7.8926845,0.027867,0.4981495,0.42660699999999996,0.5,0.19735850000000002,0.5,0.5025955,0.564469,0.4499415,3.9e-05,0.5000025000000001,0.00013850000000000003,'FALSE POSITIVE','FALSE POSITIVE'
0.032131,0.307883,0.49999999999999994,0.5,7.7950490000000014,0.025327500000000003,0.49991650000000004,0.422743,0.5,0.0053205,0.5,0.5017775,0.5761310000000001,0.4766605,3.9999999999999996e-05,0.5000015,1.6e-05,CANDIDATE,CANDIDATE
0.0479375,0.2526125,0.5,0.5,7.935051500000001,0.03342150000000001,0.5008545000000001,0.40748300000000004,0.5,0.035398,0.5,0.5034299999999999,0.577043,0.4865765,5.2499999999999995e-05,0.500001,0.00011700000000000001,'FALSE POSITIVE','FALSE POSITIVE'
0.044523999999999994,0.199368,0.5,0.5,7.808186999999999,0.0130915,0.49957900000000005,0.425667,0.5,0.008091000000000001,0.5,0.501034,0.5384329999999999,0.47120100000000004,0.00055,0.5,4.1e-05,CONFIRMED,CANDIDATE
0.0171825,0.7266294999999999,0.5,0.5,6.561627,0.034029500000000004,0.49957950000000007,0.4118765,0.5,0.002683,0.5,0.5018835,0.5444615,0.485003,3.7999999999999995e-05,0.5000055,4.9999999999999996e-06,CONFIRMED,CANDIDATE
0.069336,0.199368,0.5,0.5,7.808186999999999,0.019760000000000003,0.49988049999999995,0.425667,0.5,0.019563999999999998,0.5000000000000001,0.501034,0.5384329999999999,0.47120100000000004,0.00023150000000000004,0.5000005,5.550000000000001e-05,CONFIRMED,CANDIDATE
0.028315500000000004,0.199368,0.49999999999999994,0.49999999999999994,7.808186999999999,0.0171985,0.4987455,0.425667,0.5,0.001193,0.5,0.5012435,0.541443,0.46581599999999995,0.000112,0.500001,9e-06,CONFIRMED,CANDIDATE
0.026076500000000002,0.2361155,0.5,0.5,8.1004115,0.049609,0.5052245,0.423326,0.4999999999999999,0.041966,0.5,0.5036465,0.573131,0.42772150000000003,0.0001385,0.5000230000000001,0.000236,'FALSE POSITIVE','FALSE POSITIVE'
0.0383925,0.2551705,0.5,0.5,7.996784000000001,0.030685499999999998,0.4999515,0.42743950000000003,0.5,0.0046305,0.5,0.5003635,0.5598500000000001,0.5047055,1.6499999999999998e-05,0.5000035,6.5000000000000004e-06,'FALSE POSITIVE','FALSE POSITIVE'
0.02543,0.20031649999999998,0.5,0.5,7.888649499999999,0.0565805,0.5022375,0.419611,0.5,0.055862,0.5,0.5032350000000001,0.567832,0.4413,0.0001525,0.5000235000000001,9.949999999999999e-05,CONFIRMED,CANDIDATE
0.026731,0.2443605,0.5,0.5,7.6542865,0.029728499999999998,0.4999895,0.4272285,0.5,0.006382499999999999,0.4999999999999999,0.5014184999999999,0.570661,0.468649,2.65e-05,0.5000035,1.4e-05,CANDIDATE,CANDIDATE
